observation_uuid,photo_id,extension,path,bbox,max_conf,name,split,cropped_path,exists
d248cb33-ad04-4f7d-97aa-8f7de05f8463,55935572,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sus_scrofa/55935572.jpg,"[0.052, 0.4084, 0.6079, 0.5435]",0.962,Sus scrofa,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sus_scrofa/55935572.jpg,True
e6ab79f1-4e46-44f9-b33f-bc6367309ec1,635957969,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sciurus_vulgaris/635957969.jpg,"[0.2419, 0.0826, 0.592, 0.8461]",0.856,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/635957969.jpg,True
1b17692b-dd66-48b5-95f1-bd97062ce84c,400186232,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Sciurus_vulgaris/400186232.jpeg,"[0.3368, 0.394, 0.4679, 0.228]",0.948,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/400186232.jpg,True
ca73c26a-ae86-44a3-8aeb-bfaf38e401ba,550365306,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Cervus_elaphus/550365306.jpg,"[0.5179, 0.2882, 0.206, 0.2455]",0.886,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/550365306.jpg,True
af4f3a49-207a-4472-88a6-0a1001752ac3,614711282,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Capreolus_pygargus/614711282.jpg,"[0.38, 0.4084, 0.1739, 0.3033]",0.834,Capreolus pygargus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Capreolus_pygargus/614711282.jpg,True
120aad24-6348-43d0-845f-a0dc260b96d4,235161938,jpg,/home/golubev.dmitriy25/datasets/experement/data/test/Cervus_elaphus/235161938.jpg,"[0.0879, 0.1437, 0.518, 0.7245]",0.947,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/235161938.jpg,True
f7197755-e3dc-482e-979c-6e7a925484e6,145879484,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Rangifer_tarandus/145879484.jpeg,"[0.286, 0.1599, 0.4639, 0.6346]",0.967,Rangifer tarandus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Rangifer_tarandus/145879484.jpg,True
8ba390aa-37a4-4bac-afdf-fedef2789bc8,667590170,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Capreolus_pygargus/667590170.jpg,"[0.4199, 0.2195, 0.282, 0.5163]",0.963,Capreolus pygargus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Capreolus_pygargus/667590170.jpg,True
6a492268-a059-480a-b6a8-bfc8c14a3441,619859554,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sciurus_vulgaris/619859554.jpg,"[0.2042, 0.0, 0.7957, 0.6899]",0.417,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/619859554.jpg,True
2caf20b0-bd93-48c5-aae2-e35ca3ef74e5,22543104,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Rangifer_tarandus/22543104.jpg,"[0.194, 0.2047, 0.5879, 0.5433]",0.974,Rangifer tarandus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Rangifer_tarandus/22543104.jpg,True
949e1ce1-4f84-4295-baf4-91d9337908de,542964818,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Ursus_arctos/542964818.jpg,"[0.1099, 0.5526, 0.46, 0.2134]",0.734,Ursus arctos,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Ursus_arctos/542964818.jpg,True
49e52a83-3d02-4826-90e3-6fee6c8c0169,405806094,jpg,/home/golubev.dmitriy25/datasets/experement/data/test/Vulpes_vulpes/405806094.jpg,"[0.0, 0.1111, 0.504, 0.8738]",0.778,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/405806094.jpg,True
a04e0ace-c7c2-4cff-972f-ce14eca617c1,349836063,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Cervus_elaphus/349836063.jpeg,"[0.1431, 0.384, 0.6219, 0.2939]",0.811,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/349836063.jpg,True
a90ae5b5-fa3f-4ebc-9e73-0c40166ce5f3,310610768,png,/home/golubev.dmitriy25/datasets/experement/data/train/Alces_alces/310610768.png,"[0.274, 0.274, 0.3079, 0.3736]",0.916,Alces alces,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Alces_alces/310610768.jpg,True
2050f5da-8159-4dd2-b579-54ab99cf135f,33261494,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Vulpes_vulpes/33261494.jpg,"[0.4305, 0.4135, 0.2326, 0.2669]",0.56,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/33261494.jpg,True
41c07d49-006c-4df2-b95b-1467dd8a626d,596440331,jpg,/home/golubev.dmitriy25/datasets/experement/data/val/Rangifer_tarandus/596440331.jpg,"[0.328, 0.3151, 0.4339, 0.3606]",0.935,Rangifer tarandus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Rangifer_tarandus/596440331.jpg,True
066cee42-32f5-471f-a518-868f5059f8ac,412904920,jpeg,/home/golubev.dmitriy25/datasets/experement/data/test/Sciurus_vulgaris/412904920.jpeg,"[0.3165, 0.34, 0.3109, 0.5519]",0.894,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/412904920.jpg,True
3507abef-bc6c-44c4-b313-f93eadc29410,347460215,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Lepus_timidus/347460215.jpg,"[0.32, 0.4479, 0.3973, 0.2259]",0.88,Lepus timidus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Lepus_timidus/347460215.jpg,True
72081eed-29ef-4961-a2d1-2c2ab57dfad2,674491983,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sus_scrofa/674491983.jpg,"[0.6779, 0.3807, 0.3059, 0.3416]",0.959,Sus scrofa,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sus_scrofa/674491983.jpg,True
b42a4128-db7e-45e1-995d-30f58c800c9a,622515170,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Vulpes_vulpes/622515170.jpg,"[0.2079, 0.3306, 0.3079, 0.2986]",0.845,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/622515170.jpg,True
bbc85cb3-95f8-4abb-a0f2-e11645a93ad2,94749161,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Sciurus_vulgaris/94749161.jpeg,"[0.2633, 0.3579, 0.427, 0.164]",0.929,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/94749161.jpg,True
100b25e5-f3b1-4716-b8f8-788b01cad9ef,197739502,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Lepus_timidus/197739502.jpeg,"[0.5839, 0.3439, 0.2746, 0.314]",0.945,Lepus timidus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Lepus_timidus/197739502.jpg,True
387fa79e-7e98-4e0d-994a-29d3481d0b2e,573908582,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Ursus_arctos/573908582.jpg,"[0.388, 0.0, 0.6119, 0.2755]",0.252,Ursus arctos,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Ursus_arctos/573908582.jpg,True
d12bde27-ec7d-4214-8302-4a3057c8b57e,248933269,jpeg,/home/golubev.dmitriy25/datasets/experement/data/test/Capreolus_pygargus/248933269.jpeg,"[0.4019, 0.398, 0.256, 0.2211]",0.885,Capreolus pygargus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Capreolus_pygargus/248933269.jpg,True
eea7df95-e909-4811-bfff-13f1d33b8da9,137599581,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Cervus_elaphus/137599581.jpg,"[0.38, 0.2653, 0.178, 0.4376]",0.959,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/137599581.jpg,True
42b4ffea-464c-4467-a2bc-12da54eaedf8,62491759,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Rangifer_tarandus/62491759.jpeg,"[0.4119, 0.4354, 0.1679, 0.3273]",0.94,Rangifer tarandus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Rangifer_tarandus/62491759.jpg,True
bb03339c-ddeb-4f31-97a4-9f843f9065f1,613921372,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sus_scrofa/613921372.jpg,"[0.57, 0.5096, 0.43, 0.4819]",0.922,Sus scrofa,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sus_scrofa/613921372.jpg,True
86fce2aa-2e74-49d2-847d-6c57a88291d5,141164032,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sciurus_vulgaris/141164032.jpg,"[0.3546, 0.332, 0.2586, 0.3179]",0.888,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/141164032.jpg,True
d54df919-b5a5-4b29-bb02-02cf74bce757,150053330,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Nyctereutes_procyonoides/150053330.jpeg,"[0.5253, 0.19, 0.384, 0.4199]",0.573,Nyctereutes procyonoides,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Nyctereutes_procyonoides/150053330.jpg,True
b10c3050-69bf-4c1e-9ac4-48c1394cb6e9,22326634,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Cervus_elaphus/22326634.jpg,"[0.002, 0.0, 0.8999, 0.7733]",0.547,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/22326634.jpg,True
422bf6ef-caff-4260-b52b-4b144b98a03e,181453931,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Cervus_elaphus/181453931.jpeg,"[0.204, 0.3626, 0.266, 0.3493]",0.77,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/181453931.jpg,True
1ed64ab2-82b3-4322-a3a3-17f9a6a177af,458420837,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Lynx_lynx/458420837.jpeg,"[0.1535, 0.5219, 0.4484, 0.4779]",0.627,Lynx lynx,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Lynx_lynx/458420837.jpg,True
5c13f4b7-21a1-480c-901a-addb3efe473c,383813945,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Lepus_timidus/383813945.jpg,"[0.228, 0.3759, 0.298, 0.3339]",0.932,Lepus timidus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Lepus_timidus/383813945.jpg,True
3b569517-e166-414b-8286-16135c0e4450,428574017,jpeg,/home/golubev.dmitriy25/datasets/experement/data/test/Cervus_elaphus/428574017.jpeg,"[0.2579, 0.3309, 0.134, 0.3345]",0.955,Cervus elaphus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Cervus_elaphus/428574017.jpg,True
11d8fedb-0717-4c8b-b2d7-4f6bd656970e,673744196,jpg,/home/golubev.dmitriy25/datasets/experement/data/test/Lepus_timidus/673744196.jpg,"[0.602, 0.3386, 0.172, 0.3413]",0.876,Lepus timidus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Lepus_timidus/673744196.jpg,True
3fe0307b-f5d9-4cf8-9b5e-97bbfeec0510,258727210,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Ursus_arctos/258727210.jpg,"[0.518, 0.2775, 0.2119, 0.1957]",0.847,Ursus arctos,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Ursus_arctos/258727210.jpg,True
a5b7ff34-f984-4df0-a76d-fba9d47f512b,452294406,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Rangifer_tarandus/452294406.jpeg,"[0.1659, 0.0596, 0.586, 0.7897]",0.918,Rangifer tarandus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Rangifer_tarandus/452294406.jpg,True
4e3fd5d4-64f9-407a-a4f7-41a4e6bbd46d,52869572,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Canis_lupus/52869572.jpeg,"[0.2639, 0.254, 0.416, 0.544]",0.571,Canis lupus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Canis_lupus/52869572.jpg,True
aa9d3d7f-2b09-4bff-926e-827ac837f46b,531769741,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Nyctereutes_procyonoides/531769741.jpg,"[0.226, 0.271, 0.6859, 0.4598]",0.565,Nyctereutes procyonoides,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Nyctereutes_procyonoides/531769741.jpg,True
5ec397f8-af9b-43f3-8c4b-1759c00fabc3,575527344,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Lepus_timidus/575527344.jpg,"[0.3899, 0.1024, 0.4259, 0.8192]",0.962,Lepus timidus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Lepus_timidus/575527344.jpg,True
7eafcdc2-2d6d-40ce-8019-3044c2d10933,511437563,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Sciurus_vulgaris/511437563.jpg,"[0.3519, 0.3839, 0.224, 0.316]",0.44,Sciurus vulgaris,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Sciurus_vulgaris/511437563.jpg,True
2769a192-85bf-40ac-9191-622159140d99,211093197,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Vulpes_vulpes/211093197.jpeg,"[0.428, 0.1637, 0.134, 0.8042]",0.921,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/211093197.jpg,True
0e56fa27-9829-493f-a4cf-4c485685197a,401676966,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Ursus_arctos/401676966.jpg,"[0.332, 0.2264, 0.4839, 0.4732]",0.926,Ursus arctos,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Ursus_arctos/401676966.jpg,True
57a34713-43de-471e-a3d1-4883356cfb50,677238540,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Nyctereutes_procyonoides/677238540.jpg,"[0.232, 0.1951, 0.474, 0.7747]",0.922,Nyctereutes procyonoides,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Nyctereutes_procyonoides/677238540.jpg,True
1e7d504c-6750-4d85-8279-8bc32cbf0878,231595706,jpeg,/home/golubev.dmitriy25/datasets/experement/data/train/Ursus_arctos/231595706.jpeg,"[0.342, 0.2266, 0.342, 0.4053]",0.891,Ursus arctos,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Ursus_arctos/231595706.jpg,True
c5257d89-ebb4-4420-83e0-be4f81db9075,453289689,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Vulpes_vulpes/453289689.jpg,"[0.3739, 0.4114, 0.2739, 0.2162]",0.943,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/453289689.jpg,True
1c3507fe-de31-40db-94b2-aa3b6101afc7,662133056,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Vulpes_vulpes/662133056.jpg,"[0.2039, 0.2822, 0.66, 0.6542]",0.955,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/662133056.jpg,True
04657ff8-4832-4c11-a776-455358d4883f,139142114,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Ursus_arctos/139142114.jpg,"[0.2739, 0.2822, 0.586, 0.5735]",0.97,Ursus arctos,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Ursus_arctos/139142114.jpg,True
3ad27ea9-b406-43f1-a07a-858b3b7dab29,1642196,JPG,/home/golubev.dmitriy25/datasets/experement/data/train/Vulpes_vulpes/1642196.JPG,"[0.2159, 0.1891, 0.7839, 0.5315]",0.9,Vulpes vulpes,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Vulpes_vulpes/1642196.jpg,True
9003e80e-50e9-49c1-b5e0-249a7540f145,597725148,jpg,/home/golubev.dmitriy25/datasets/experement/data/train/Capreolus_pygargus/597725148.jpg,"[0.2559, 0.3543, 0.268, 0.3903]",0.935,Capreolus pygargus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Capreolus_pygargus/597725148.jpg,True
d22bafcf-de51-46af-82da-498aaa62f22a,211677778,jpeg,/home/golubev.dmitriy25/datasets/experement/data/test/Capreolus_pygargus/211677778.jpeg,"[0.3379, 0.2613, 0.3519, 0.5946]",0.962,Capreolus pygargus,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Capreolus_pygargus/211677778.jpg,True
fff60c0a-2ff4-44bc-be26-1c09e0c7119d,124461816,jpeg,/home/golubev.dmitriy25/datasets/experement/data/test/Meles_meles/124461816.jpeg,"[0.3359, 0.0579, 0.4373, 0.74]",0.817,Meles meles,train,/home/golubev.dmitriy25/datasets/experement/data_cropped/train/Meles_meles/124461816.jpg,True
